NACA 0012 paneled (rustfoil resample_xfoil NP=160) — regenerate: cargo run -p rustfoil-core --example gen_spline_fixtures
  1.00000000  0.00126000
  0.99167964  0.00242145
  0.98036922  0.00398137
  0.96726628  0.00576186
  0.95271691  0.00770624
  0.93719809  0.00974331
  0.92111720  0.01181512
  0.90473798  0.01388559
  0.88820621  0.01593565
  0.87159622  0.01795616
  0.85494462  0.01994301
  0.83826939  0.02189448
  0.82157964  0.02380992
  0.80488024  0.02568905
  0.78817411  0.02753174
  0.77146324  0.02933785
  0.75474921  0.03110713
  0.73803339  0.03283924
  0.72131710  0.03453371
  0.70460160  0.03618991
  0.68788816  0.03780710
  0.67117804  0.03938437
  0.65447254  0.04092067
  0.63777299  0.04241478
  0.62108073  0.04386535
  0.60439716  0.04527084
  0.58772369  0.04662956
  0.57106182  0.04793964
  0.55441308  0.04919904
  0.53777909  0.05040555
  0.52116152  0.05155676
  0.50456216  0.05265006
  0.48798290  0.05368266
  0.47142575  0.05465156
  0.45489285  0.05555352
  0.43838655  0.05638509
  0.42190935  0.05714258
  0.40546402  0.05782205
  0.38905358  0.05841929
  0.37268138  0.05892981
  0.35635116  0.05934879
  0.34006712  0.05967113
  0.32383402  0.05989134
  0.30765731  0.06000357
  0.29154325  0.06000157
  0.27549918  0.05987865
  0.25953374  0.05962761
  0.24365729  0.05924080
  0.22788245  0.05871002
  0.21222486  0.05802654
  0.19670439  0.05718119
  0.18134688  0.05616449
  0.16618677  0.05496702
  0.15127102  0.05358012
  0.13666451  0.05199727
  0.12245681  0.05021633
  0.10876844  0.04824299
  0.09575211  0.04609495
  0.08358167  0.04380527
  0.07242320  0.04142167
  0.06239496  0.03899972
  0.05353650  0.03659163
  0.04580557  0.03423655
  0.03910103  0.03195685
  0.03329449  0.02976012
  0.02825571  0.02764358
  0.02386683  0.02559846
  0.02002796  0.02361304
  0.01665780  0.02167459
  0.01369190  0.01977039
  0.01108039  0.01788830
  0.00878578  0.01601716
  0.00678112  0.01414711
  0.00504841  0.01227024
  0.00357717  0.01038135
  0.00236272  0.00847920
  0.00140368  0.00656758
  0.00069909  0.00465703
  0.00024355  0.00276145
  0.00002600  0.00090564
  0.00002600  -0.00090564
  0.00024355  -0.00276145
  0.00069909  -0.00465703
  0.00140368  -0.00656758
  0.00236272  -0.00847920
  0.00357717  -0.01038135
  0.00504841  -0.01227024
  0.00678112  -0.01414711
  0.00878578  -0.01601716
  0.01108039  -0.01788830
  0.01369190  -0.01977039
  0.01665780  -0.02167459
  0.02002796  -0.02361304
  0.02386683  -0.02559846
  0.02825571  -0.02764358
  0.03329449  -0.02976012
  0.03910103  -0.03195685
  0.04580557  -0.03423655
  0.05353650  -0.03659163
  0.06239496  -0.03899972
  0.07242320  -0.04142167
  0.08358167  -0.04380527
  0.09575211  -0.04609495
  0.10876844  -0.04824299
  0.12245681  -0.05021633
  0.13666451  -0.05199727
  0.15127102  -0.05358012
  0.16618677  -0.05496702
  0.18134688  -0.05616449
  0.19670439  -0.05718119
  0.21222486  -0.05802654
  0.22788245  -0.05871002
  0.24365729  -0.05924080
  0.25953374  -0.05962761
  0.27549918  -0.05987865
  0.29154325  -0.06000157
  0.30765731  -0.06000357
  0.32383402  -0.05989134
  0.34006712  -0.05967113
  0.35635116  -0.05934879
  0.37268138  -0.05892981
  0.38905358  -0.05841929
  0.40546402  -0.05782205
  0.42190935  -0.05714258
  0.43838655  -0.05638509
  0.45489285  -0.05555352
  0.47142575  -0.05465156
  0.48798290  -0.05368266
  0.50456216  -0.05265006
  0.52116152  -0.05155676
  0.53777909  -0.05040555
  0.55441308  -0.04919904
  0.57106182  -0.04793964
  0.58772369  -0.04662956
  0.60439716  -0.04527084
  0.62108073  -0.04386535
  0.63777299  -0.04241478
  0.65447254  -0.04092067
  0.67117804  -0.03938437
  0.68788816  -0.03780710
  0.70460160  -0.03618991
  0.72131710  -0.03453371
  0.73803339  -0.03283924
  0.75474921  -0.03110713
  0.77146324  -0.02933785
  0.78817411  -0.02753174
  0.80488024  -0.02568905
  0.82157964  -0.02380992
  0.83826939  -0.02189448
  0.85494462  -0.01994301
  0.87159622  -0.01795616
  0.88820621  -0.01593565
  0.90473798  -0.01388559
  0.92111720  -0.01181512
  0.93719809  -0.00974331
  0.95271691  -0.00770624
  0.96726628  -0.00576186
  0.98036922  -0.00398137
  0.99167964  -0.00242145
  1.00000000  -0.00126000
